page,project,url,wikilink
2020. aasta koroonaviirushaiguse pandeemia Sloveenias,et.wikipedia,https://et.wikipedia.org/wiki/2020._aasta_koroonaviirushaiguse_pandeemia_Sloveenias,[[et:2020. aasta koroonaviirushaiguse pandeemia Sloveenias
התפרצות נגיף הקורונה בסלובניה,he.wikipedia,https://he.wikipedia.org/wiki/%D7%94%D7%AA%D7%A4%D7%A8%D7%A6%D7%95%D7%AA_%D7%A0%D7%92%D7%99%D7%A3_%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94_%D7%91%D7%A1%D7%9C%D7%95%D7%91%D7%A0%D7%99%D7%94,[[he:התפרצות נגיף הקורונה בסלובניה
Pandemia di COVID-19 del 2020 in Slovenia,it.wikipedia,https://it.wikipedia.org/wiki/Pandemia_di_COVID-19_del_2020_in_Slovenia,[[it:Pandemia di COVID-19 del 2020 in Slovenia
슬로베니아의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EC%8A%AC%EB%A1%9C%EB%B2%A0%EB%8B%88%EC%95%84%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:슬로베니아의 코로나바이러스감염증-19 범유행
Pandemia COVID-19 w Słowenii,pl.wikipedia,https://pl.wikipedia.org/wiki/Pandemia_COVID-19_w_S%C5%82owenii,[[pl:Pandemia COVID-19 w Słowenii
Распространение COVID-19 в Словении,ru.wikipedia,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_COVID-19_%D0%B2_%D0%A1%D0%BB%D0%BE%D0%B2%D0%B5%D0%BD%D0%B8%D0%B8,[[ru:Распространение COVID-19 в Словении
Pandemija koronavirusne bolezni 2019 v Sloveniji,sl.wikipedia,https://sl.wikipedia.org/wiki/Pandemija_koronavirusne_bolezni_2019_v_Sloveniji,[[sl:Pandemija koronavirusne bolezni 2019 v Sloveniji
Slovenya'da COVID-19 pandemisi,tr.wikipedia,https://tr.wikipedia.org/wiki/Slovenya%27da_COVID-19_pandemisi,[[tr:Slovenya'da COVID-19 pandemisi
Коронавірусна хвороба 2019 у Словенії,uk.wikipedia,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%80%D1%83%D1%81%D0%BD%D0%B0_%D1%85%D0%B2%D0%BE%D1%80%D0%BE%D0%B1%D0%B0_2019_%D1%83_%D0%A1%D0%BB%D0%BE%D0%B2%D0%B5%D0%BD%D1%96%D1%97,[[uk:Коронавірусна хвороба 2019 у Словенії
Sloveniyada COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/Sloveniyada_COVID-19_pandemiyasi,[[uz:Sloveniyada COVID-19 pandemiyasi
2019冠状病毒病斯洛文尼亚疫情,zh.wikipedia,https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E6%96%AF%E6%B4%9B%E6%96%87%E5%B0%BC%E4%BA%9A%E7%96%AB%E6%83%85,[[zh:2019冠状病毒病斯洛文尼亚疫情
جائحة فيروس كورونا في فنزويلا 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D9%81%D9%86%D8%B2%D9%88%D9%8A%D9%84%D8%A7_2020,[[ar:جائحة فيروس كورونا في فنزويلا 2020
COVID-19-Pandemie in Venezuela,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Venezuela,[[de:COVID-19-Pandemie in Venezuela
COVID-19 pandemic in Venezuela,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Venezuela,[[en:COVID-19 pandemic in Venezuela
Pandemia de enfermedad por coronavirus de 2020 en Venezuela,es.wikipedia,https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Venezuela,[[es:Pandemia de enfermedad por coronavirus de 2020 en Venezuela
Pandémie de Covid-19 au Venezuela,fr.wikipedia,https://fr.wikipedia.org/wiki/Pand%C3%A9mie_de_Covid-19_au_Venezuela,[[fr:Pandémie de Covid-19 au Venezuela
Pandemi maladi kowonaviris an 2020 nan Venezwela,ht.wikipedia,https://ht.wikipedia.org/wiki/Pandemi_maladi_kowonaviris_an_2020_nan_Venezwela,[[ht:Pandemi maladi kowonaviris an 2020 nan Venezwela
Pandemi koronavirus di Venezuela,id.wikipedia,https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Venezuela,[[id:Pandemi koronavirus di Venezuela
베네수엘라의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EB%B2%A0%EB%84%A4%EC%88%98%EC%97%98%EB%9D%BC%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:베네수엘라의 코로나바이러스감염증-19 범유행
Pandemia de COVID-19 na Venezuela,pt.wikipedia,https://pt.wikipedia.org/wiki/Pandemia_de_COVID-19_na_Venezuela,[[pt:Pandemia de COVID-19 na Venezuela
Распространение COVID-19 в Венесуэле,ru.wikipedia,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_COVID-19_%D0%B2_%D0%92%D0%B5%D0%BD%D0%B5%D1%81%D1%83%D1%8D%D0%BB%D0%B5,[[ru:Распространение COVID-19 в Венесуэле
Venesuelada COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/Venesuelada_COVID-19_pandemiyasi,[[uz:Venesuelada COVID-19 pandemiyasi
Đại dịch COVID-19 tại Venezuela,vi.wikipedia,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Venezuela,[[vi:Đại dịch COVID-19 tại Venezuela
جائحة فيروس كورونا في فرجينيا 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D9%81%D8%B1%D8%AC%D9%8A%D9%86%D9%8A%D8%A7_2020,[[ar:جائحة فيروس كورونا في فرجينيا 2020
COVID-19 pandemic in Virginia,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Virginia,[[en:COVID-19 pandemic in Virginia
Pandemia de enfermedad por coronavirus de 2020 en Virginia,es.wikipedia,https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Virginia,[[es:Pandemia de enfermedad por coronavirus de 2020 en Virginia
جائحة فيروس كورونا في بروناي 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A8%D8%B1%D9%88%D9%86%D8%A7%D9%8A_2020,[[ar:جائحة فيروس كورونا في بروناي 2020
Pandèmia per coronavirus de 2020 a Brunei,ca.wikipedia,https://ca.wikipedia.org/wiki/Pand%C3%A8mia_per_coronavirus_de_2020_a_Brunei,[[ca:Pandèmia per coronavirus de 2020 a Brunei
COVID-19-Pandemie in Brunei,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Brunei,[[de:COVID-19-Pandemie in Brunei
COVID-19 pandemic in Brunei,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Brunei,[[en:COVID-19 pandemic in Brunei
Pandémie de Covid-19 au Brunei,fr.wikipedia,https://fr.wikipedia.org/wiki/Pand%C3%A9mie_de_Covid-19_au_Brunei,[[fr:Pandémie de Covid-19 au Brunei
Pandemi koronavirus di Brunei Darussalam,id.wikipedia,https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Brunei_Darussalam,[[id:Pandemi koronavirus di Brunei Darussalam
브루나이의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EB%B8%8C%EB%A3%A8%EB%82%98%EC%9D%B4%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:브루나이의 코로나바이러스감염증-19 범유행
Pandemik COVID-19 di Brunei,ms.wikipedia,https://ms.wikipedia.org/wiki/Pandemik_COVID-19_di_Brunei,[[ms:Pandemik COVID-19 di Brunei
2020 புரூணையில் கொரோனாவைரசுத் தொற்று,ta.wikipedia,https://ta.wikipedia.org/wiki/2020_%E0%AE%AA%E0%AF%81%E0%AE%B0%E0%AF%82%E0%AE%A3%E0%AF%88%E0%AE%AF%E0%AE%BF%E0%AE%B2%E0%AF%8D_%E0%AE%95%E0%AF%8A%E0%AE%B0%E0%AF%8B%E0%AE%A9%E0%AE%BE%E0%AE%B5%E0%AF%88%E0%AE%B0%E0%AE%9A%E0%AF%81%E0%AE%A4%E0%AF%8D_%E0%AE%A4%E0%AF%8A%E0%AE%B1%E0%AF%8D%E0%AE%B1%E0%AF%81,[[ta:2020 புரூணையில் கொரோனாவைரசுத் தொற்று
Brunei'de COVID-19 pandemisi,tr.wikipedia,https://tr.wikipedia.org/wiki/Brunei%27de_COVID-19_pandemisi,[[tr:Brunei'de COVID-19 pandemisi
Bruneyda COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/Bruneyda_COVID-19_pandemiyasi,[[uz:Bruneyda COVID-19 pandemiyasi
2019冠状病毒病文莱疫情,zh.wikipedia,https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E6%96%87%E8%8E%B1%E7%96%AB%E6%83%85,[[zh:2019冠状病毒病文莱疫情
2019冠狀病毒病浙江省疫情,zh.wikipedia,https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E6%B5%99%E6%B1%9F%E7%9C%81%E7%96%AB%E6%83%85,[[zh:2019冠狀病毒病浙江省疫情
جائحة فيروس كورونا في أذربيجان 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A3%D8%B0%D8%B1%D8%A8%D9%8A%D8%AC%D8%A7%D9%86_2020,[[ar:جائحة فيروس كورونا في أذربيجان 2020
Azərbaycanda koronavirus pandemiyası 2020,az.wikipedia,https://az.wikipedia.org/wiki/Az%C9%99rbaycanda_koronavirus_pandemiyas%C4%B1_2020,[[az:Azərbaycanda koronavirus pandemiyası 2020
Распаўсюджванне COVID-19 у Азербайджане,be.wikipedia,https://be.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D0%B0%D1%9E%D1%81%D1%8E%D0%B4%D0%B6%D0%B2%D0%B0%D0%BD%D0%BD%D0%B5_COVID-19_%D1%83_%D0%90%D0%B7%D0%B5%D1%80%D0%B1%D0%B0%D0%B9%D0%B4%D0%B6%D0%B0%D0%BD%D0%B5,[[be:Распаўсюджванне COVID-19 у Азербайджане
COVID-19-Pandemie in Aserbaidschan,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Aserbaidschan,[[de:COVID-19-Pandemie in Aserbaidschan
COVID-19 pandemic in Azerbaijan,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Azerbaijan,[[en:COVID-19 pandemic in Azerbaijan
Pandemia de enfermedad por coronavirus de 2020 en Azerbaiyán,es.wikipedia,https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Azerbaiy%C3%A1n,[[es:Pandemia de enfermedad por coronavirus de 2020 en Azerbaiyán
2020. aasta koroonaviirushaiguse pandeemia Aserbaidžaanis,et.wikipedia,https://et.wikipedia.org/wiki/2020._aasta_koroonaviirushaiguse_pandeemia_Aserbaid%C5%BEaanis,[[et:2020. aasta koroonaviirushaiguse pandeemia Aserbaidžaanis
Pandémie de Covid-19 en Azerbaïdjan,fr.wikipedia,https://fr.wikipedia.org/wiki/Pand%C3%A9mie_de_Covid-19_en_Azerba%C3%AFdjan,[[fr:Pandémie de Covid-19 en Azerbaïdjan
התפרצות נגיף הקורונה באזרבייג'ן,he.wikipedia,https://he.wikipedia.org/wiki/%D7%94%D7%AA%D7%A4%D7%A8%D7%A6%D7%95%D7%AA_%D7%A0%D7%92%D7%99%D7%A3_%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94_%D7%91%D7%90%D7%96%D7%A8%D7%91%D7%99%D7%99%D7%92%27%D7%9F,[[he:התפרצות נגיף הקורונה באזרבייג'ן
Pandemi koronavirus di Azerbaijan,id.wikipedia,https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Azerbaijan,[[id:Pandemi koronavirus di Azerbaijan
კორონავირუსის პანდემია აზერბაიჯანში (2020),ka.wikipedia,https://ka.wikipedia.org/wiki/%E1%83%99%E1%83%9D%E1%83%A0%E1%83%9D%E1%83%9C%E1%83%90%E1%83%95%E1%83%98%E1%83%A0%E1%83%A3%E1%83%A1%E1%83%98%E1%83%A1_%E1%83%9E%E1%83%90%E1%83%9C%E1%83%93%E1%83%94%E1%83%9B%E1%83%98%E1%83%90_%E1%83%90%E1%83%96%E1%83%94%E1%83%A0%E1%83%91%E1%83%90%E1%83%98%E1%83%AF%E1%83%90%E1%83%9C%E1%83%A8%E1%83%98_(2020),[[ka:კორონავირუსის პანდემია აზერბაიჯანში (2020)
아제르바이잔의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EC%95%84%EC%A0%9C%EB%A5%B4%EB%B0%94%EC%9D%B4%EC%9E%94%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:아제르바이잔의 코로나바이러스감염증-19 범유행
Pandemia de COVID-19 no Azerbaijão,pt.wikipedia,https://pt.wikipedia.org/wiki/Pandemia_de_COVID-19_no_Azerbaij%C3%A3o,[[pt:Pandemia de COVID-19 no Azerbaijão
Распространение COVID-19 в Азербайджане,ru.wikipedia,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_COVID-19_%D0%B2_%D0%90%D0%B7%D0%B5%D1%80%D0%B1%D0%B0%D0%B9%D0%B4%D0%B6%D0%B0%D0%BD%D0%B5,[[ru:Распространение COVID-19 в Азербайджане
Azerbaycan'da COVID-19 pandemisi,tr.wikipedia,https://tr.wikipedia.org/wiki/Azerbaycan%27da_COVID-19_pandemisi,[[tr:Azerbaycan'da COVID-19 pandemisi
Коронавірусна хвороба 2019 в Азербайджані,uk.wikipedia,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%80%D1%83%D1%81%D0%BD%D0%B0_%D1%85%D0%B2%D0%BE%D1%80%D0%BE%D0%B1%D0%B0_2019_%D0%B2_%D0%90%D0%B7%D0%B5%D1%80%D0%B1%D0%B0%D0%B9%D0%B4%D0%B6%D0%B0%D0%BD%D1%96,[[uk:Коронавірусна хвороба 2019 в Азербайджані
Ozarbayjonda COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/Ozarbayjonda_COVID-19_pandemiyasi,[[uz:Ozarbayjonda COVID-19 pandemiyasi
Đại dịch COVID-19 tại Azerbaijan,vi.wikipedia,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Azerbaijan,[[vi:Đại dịch COVID-19 tại Azerbaijan
Stortingets særskilte komité for å behandle spesielle saker vedrørende korona-krisen,no.wikipedia,https://no.wikipedia.org/wiki/Stortingets_s%C3%A6rskilte_komit%C3%A9_for_%C3%A5_behandle_spesielle_saker_vedr%C3%B8rende_korona-krisen,[[no:Stortingets særskilte komité for å behandle spesielle saker vedrørende korona-krisen
COVID-19-Pandemie in Baden-Württemberg,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Baden-W%C3%BCrttemberg,[[de:COVID-19-Pandemie in Baden-Württemberg
"Coronavirus Aid, Relief, and Economic Security Act",en.wikipedia,"https://en.wikipedia.org/wiki/Coronavirus_Aid,_Relief,_and_Economic_Security_Act","[[en:Coronavirus Aid, Relief, and Economic Security Act|Coronavirus Aid, Relief, and Economic Security Act]]"
جائحة فيروس كورونا في الصومال 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D8%B5%D9%88%D9%85%D8%A7%D9%84_2020,[[ar:جائحة فيروس كورونا في الصومال 2020
Pandèmia per coronavirus de 2020 a Somàlia,ca.wikipedia,https://ca.wikipedia.org/wiki/Pand%C3%A8mia_per_coronavirus_de_2020_a_Som%C3%A0lia,[[ca:Pandèmia per coronavirus de 2020 a Somàlia
COVID-19-Pandemie in Somalia,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Somalia,[[de:COVID-19-Pandemie in Somalia
COVID-19 pandemic in Somalia,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Somalia,[[en:COVID-19 pandemic in Somalia
소말리아의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EC%86%8C%EB%A7%90%EB%A6%AC%EC%95%84%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:소말리아의 코로나바이러스감염증-19 범유행
Pandemia de COVID-19 na Somália,pt.wikipedia,https://pt.wikipedia.org/wiki/Pandemia_de_COVID-19_na_Som%C3%A1lia,[[pt:Pandemia de COVID-19 na Somália
Somalida COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/Somalida_COVID-19_pandemiyasi,[[uz:Somalida COVID-19 pandemiyasi
Đại dịch COVID-19 tại Somalia,vi.wikipedia,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Somalia,[[vi:Đại dịch COVID-19 tại Somalia
2019冠状病毒病索马里疫情,zh.wikipedia,https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E7%B4%A2%E9%A9%AC%E9%87%8C%E7%96%AB%E6%83%85,[[zh:2019冠状病毒病索马里疫情
NHS COVID-19,en.wikipedia,https://en.wikipedia.org/wiki/NHS_COVID-19,[[en:NHS COVID-19
NHS COVID-19,fr.wikipedia,https://fr.wikipedia.org/wiki/NHS_COVID-19,[[fr:NHS COVID-19
جائحة فيروس كورونا في جورجيا 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%AC%D9%88%D8%B1%D8%AC%D9%8A%D8%A7_2020,[[ar:جائحة فيروس كورونا في جورجيا 2020
Распаўсюджванне COVID-19 у Грузіі,be.wikipedia,https://be.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D0%B0%D1%9E%D1%81%D1%8E%D0%B4%D0%B6%D0%B2%D0%B0%D0%BD%D0%BD%D0%B5_COVID-19_%D1%83_%D0%93%D1%80%D1%83%D0%B7%D1%96%D1%96,[[be:Распаўсюджванне COVID-19 у Грузіі
COVID-19-Pandemie in Georgien,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Georgien,[[de:COVID-19-Pandemie in Georgien
COVID-19 pandemic in Georgia (country),en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Georgia_(country),[[en:COVID-19 pandemic in Georgia (country)
Pandemia de enfermedad por coronavirus de 2020 en Georgia,es.wikipedia,https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Georgia,[[es:Pandemia de enfermedad por coronavirus de 2020 en Georgia
2020. aasta koroonaviirushaiguse pandeemia Gruusias,et.wikipedia,https://et.wikipedia.org/wiki/2020._aasta_koroonaviirushaiguse_pandeemia_Gruusias,[[et:2020. aasta koroonaviirushaiguse pandeemia Gruusias
Pandémie de Covid-19 en Géorgie,fr.wikipedia,https://fr.wikipedia.org/wiki/Pand%C3%A9mie_de_Covid-19_en_G%C3%A9orgie,[[fr:Pandémie de Covid-19 en Géorgie
התפרצות נגיף הקורונה בגאורגיה,he.wikipedia,https://he.wikipedia.org/wiki/%D7%94%D7%AA%D7%A4%D7%A8%D7%A6%D7%95%D7%AA_%D7%A0%D7%92%D7%99%D7%A3_%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94_%D7%91%D7%92%D7%90%D7%95%D7%A8%D7%92%D7%99%D7%94,[[he:התפרצות נגיף הקורונה בגאורגיה
Pandemi koronavirus di Georgia (negara),id.wikipedia,https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Georgia_(negara),[[id:Pandemi koronavirus di Georgia (negara)
კორონავირუსის პანდემია საქართველოში (2020),ka.wikipedia,https://ka.wikipedia.org/wiki/%E1%83%99%E1%83%9D%E1%83%A0%E1%83%9D%E1%83%9C%E1%83%90%E1%83%95%E1%83%98%E1%83%A0%E1%83%A3%E1%83%A1%E1%83%98%E1%83%A1_%E1%83%9E%E1%83%90%E1%83%9C%E1%83%93%E1%83%94%E1%83%9B%E1%83%98%E1%83%90_%E1%83%A1%E1%83%90%E1%83%A5%E1%83%90%E1%83%A0%E1%83%97%E1%83%95%E1%83%94%E1%83%9A%E1%83%9D%E1%83%A8%E1%83%98_(2020),[[ka:კორონავირუსის პანდემია საქართველოში (2020)
Pandemik COVID-19 di Georgia,ms.wikipedia,https://ms.wikipedia.org/wiki/Pandemik_COVID-19_di_Georgia,[[ms:Pandemik COVID-19 di Georgia
Распространение COVID-19 в Грузии,ru.wikipedia,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_COVID-19_%D0%B2_%D0%93%D1%80%D1%83%D0%B7%D0%B8%D0%B8,[[ru:Распространение COVID-19 в Грузии
Pandemia e COVID-19 në Gjeorgji,sq.wikipedia,https://sq.wikipedia.org/wiki/Pandemia_e_COVID-19_n%C3%AB_Gjeorgji,[[sq:Pandemia e COVID-19 në Gjeorgji
Gürcistan'da COVID-19 pandemisi,tr.wikipedia,https://tr.wikipedia.org/wiki/G%C3%BCrcistan%27da_COVID-19_pandemisi,[[tr:Gürcistan'da COVID-19 pandemisi
Коронавірусна хвороба 2019 у Грузії,uk.wikipedia,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%80%D1%83%D1%81%D0%BD%D0%B0_%D1%85%D0%B2%D0%BE%D1%80%D0%BE%D0%B1%D0%B0_2019_%D1%83_%D0%93%D1%80%D1%83%D0%B7%D1%96%D1%97,[[uk:Коронавірусна хвороба 2019 у Грузії
Gurjistonda COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/Gurjistonda_COVID-19_pandemiyasi,[[uz:Gurjistonda COVID-19 pandemiyasi
კორონავირუსიშ პანდემია საქორთუოს (2020),xmf.wikipedia,https://xmf.wikipedia.org/wiki/%E1%83%99%E1%83%9D%E1%83%A0%E1%83%9D%E1%83%9C%E1%83%90%E1%83%95%E1%83%98%E1%83%A0%E1%83%A3%E1%83%A1%E1%83%98%E1%83%A8_%E1%83%9E%E1%83%90%E1%83%9C%E1%83%93%E1%83%94%E1%83%9B%E1%83%98%E1%83%90_%E1%83%A1%E1%83%90%E1%83%A5%E1%83%9D%E1%83%A0%E1%83%97%E1%83%A3%E1%83%9D%E1%83%A1_(2020),[[xmf:კორონავირუსიშ პანდემია საქორთუოს (2020)
Henri Kichka,en.wikipedia,https://en.wikipedia.org/wiki/Henri_Kichka,[[en:Henri Kichka
Henri Kichka,es.wikipedia,https://es.wikipedia.org/wiki/Henri_Kichka,[[es:Henri Kichka
هنری کیچکا,fa.wikipedia,https://fa.wikipedia.org/wiki/%D9%87%D9%86%D8%B1%DB%8C_%DA%A9%DB%8C%DA%86%DA%A9%D8%A7,[[fa:هنری کیچکا
Henri Kichka,fr.wikipedia,https://fr.wikipedia.org/wiki/Henri_Kichka,[[fr:Henri Kichka
Henri Kichka,pt.wikipedia,https://pt.wikipedia.org/wiki/Henri_Kichka,[[pt:Henri Kichka
توسيليزوماب,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AA%D9%88%D8%B3%D9%8A%D9%84%D9%8A%D8%B2%D9%88%D9%85%D8%A7%D8%A8,[[ar:توسيليزوماب
توسیلیزومب,azb.wikipedia,https://azb.wikipedia.org/wiki/%D8%AA%D9%88%D8%B3%DB%8C%D9%84%DB%8C%D8%B2%D9%88%D9%85%D8%A8,[[azb:توسیلیزومب
Tocilizumab,ca.wikipedia,https://ca.wikipedia.org/wiki/Tocilizumab,[[ca:Tocilizumab
Tocilizumab,de.wikipedia,https://de.wikipedia.org/wiki/Tocilizumab,[[de:Tocilizumab
Tocilizumab,en.wikipedia,https://en.wikipedia.org/wiki/Tocilizumab,[[en:Tocilizumab
Tocilizumab,es.wikipedia,https://es.wikipedia.org/wiki/Tocilizumab,[[es:Tocilizumab
توسیلیزومب,fa.wikipedia,https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D8%B3%DB%8C%D9%84%DB%8C%D8%B2%D9%88%D9%85%D8%A8,[[fa:توسیلیزومب
Tosilitsumabi,fi.wikipedia,https://fi.wikipedia.org/wiki/Tosilitsumabi,[[fi:Tosilitsumabi
Tocilizumab,fr.wikipedia,https://fr.wikipedia.org/wiki/Tocilizumab,[[fr:Tocilizumab
טוסיליזומב,he.wikipedia,https://he.wikipedia.org/wiki/%D7%98%D7%95%D7%A1%D7%99%D7%9C%D7%99%D7%96%D7%95%D7%9E%D7%91,[[he:טוסיליזומב
